,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,full_name,age
321,322,F,19,1977-03-10,Research Associate,Financial Services,Mass Customer,N,Yes,11.0,De-Denington,45
322,323,F,54,1973-06-04,Senior Developer,Health,Mass Customer,N,Yes,7.0,Celka-Goodrich,49
323,324,M,97,1986-08-05,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15.0,Franz-Lyptrit,36
324,325,F,98,1971-09-26,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17.0,Anthia-Ghilardini,51
325,326,F,74,1980-02-16,Help Desk Operator,Financial Services,Mass Customer,N,No,6.0,Guenna-Spensly,42
326,327,F,10,1968-07-24,Design Engineer,Health,Mass Customer,N,No,12.0,Cris-Richfield,54
327,328,F,87,1991-04-11,Senior Developer,Manufacturing,Mass Customer,N,No,12.0,Bernice-Kings,31
328,329,M,25,1984-11-20,Account Representative IV,Entertainment,High Net Worth,N,Yes,12.0,Garvy-Berthel,38
329,330,M,78,1959-06-03,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7.0,Port-Pancost,63
330,331,M,87,1998-09-23,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0,Ford-Groucock,24
331,332,F,23,1978-08-19,Registered Nurse,Health,High Net Worth,N,No,14.0,Liza-Trouel,44
332,333,F,25,1965-06-20,Sales Associate,Financial Services,Affluent Customer,N,Yes,8.0,Debbi-Doohey,57
333,334,F,71,1999-05-20,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3.0,Fredi-Iannuzzelli,23
336,337,F,67,1979-10-08,Statistician IV,Argiculture,High Net Worth,N,Yes,12.0,Shaylah-Urquhart,43
338,339,F,56,1980-01-11,Human Resources Manager,Health,Mass Customer,N,No,12.0,Nanny-Casero,42
340,341,M,10,1976-08-25,GIS Technical Architect,Financial Services,Mass Customer,N,No,5.0,Jeremiah-Wasling,46
341,342,M,40,1987-05-19,Programmer IV,Health,High Net Worth,N,No,2.0,Winslow-Hammant,35
342,343,F,76,1957-08-14,Recruiter,Property,Affluent Customer,N,No,13.0,Nicole-Johananoff,65
344,345,F,74,1989-02-03,Senior Sales Associate,Health,High Net Worth,N,Yes,17.0,Tish-Oleksiak,33
345,346,M,68,1981-03-15,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,Timmie-Eisikowitz,41
346,347,M,50,1965-06-06,Marketing Manager,Financial Services,Mass Customer,N,No,9.0,Berkly-Grishinov,57
347,348,M,20,1980-11-01,Assistant Professor,Retail,Mass Customer,N,Yes,9.0,Gan-Devoy,42
348,349,F,35,1981-04-15,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4.0,Vinnie-Usherwood,41
349,350,F,47,1977-12-09,Clinical Specialist,Health,Mass Customer,N,Yes,9.0,Carmela-Jesper,45
350,351,M,69,1999-05-12,Pharmacist,Health,Mass Customer,N,Yes,2.0,Dev-Hafner,23
351,352,M,12,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,Orrin-Finding,43
353,354,F,87,1980-11-26,Legal Assistant,Property,Mass Customer,N,No,9.0,Mavra-Donavan,42
354,355,F,97,1979-06-01,Database Administrator II,Retail,Mass Customer,N,Yes,3.0,Stacy-Gullane,43
355,356,F,10,1975-03-30,Librarian,Entertainment,High Net Worth,N,No,5.0,Nichole-nan,47
358,359,F,2,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6.0,Dulcine-Gauson,64
359,360,F,64,1956-04-02,Staff Scientist,Property,Mass Customer,N,Yes,19.0,Atalanta-Starbucke,66
360,361,F,59,1999-03-27,Software Engineer IV,Health,Mass Customer,N,Yes,2.0,Stephana-Minero,23
361,362,F,47,1974-11-17,Software Engineer IV,Financial Services,High Net Worth,N,Yes,18.0,Jamima-Pirolini,48
362,363,F,82,1988-03-04,Project Manager,Retail,Mass Customer,N,Yes,7.0,Sabrina-Caddy,34
363,364,F,96,1976-09-30,Database Administrator III,Financial Services,Affluent Customer,N,No,11.0,Leontyne-Simpkiss,46
364,365,F,98,1976-06-27,VP Quality Control,Property,High Net Worth,N,No,15.0,Romona-Capitano,46
365,366,F,7,1954-01-08,Librarian,Entertainment,High Net Worth,N,No,19.0,Constance-Ucchino,68
366,367,F,93,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,Yes,12.0,Katrinka-Sturrock,37
368,369,M,19,1991-08-24,Actuary,Financial Services,Mass Customer,N,Yes,9.0,Alic-Trenear,31
370,371,M,7,1954-07-06,Systems Administrator III,Financial Services,Mass Customer,N,No,7.0,Pernell-Favelle,68
371,372,F,19,1987-08-13,Graphic Designer,Property,Affluent Customer,N,Yes,4.0,Moina-Thumim,35
372,373,F,95,2000-08-26,Structural Analysis Engineer,Health,High Net Worth,N,Yes,1.0,Eva-Colenutt,22
373,374,M,81,1992-01-22,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0,Valdemar-MacCoughen,30
374,375,M,13,1976-08-23,Automation Specialist II,Manufacturing,Mass Customer,N,Yes,7.0,Salvidor-Renzo,46
375,376,F,60,1966-10-24,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,Marena-Brunotti,56
376,377,M,65,1999-05-19,Staff Scientist,Argiculture,Mass Customer,N,No,1.0,Levy-Bonavia,23
377,378,F,98,1974-05-04,Senior Developer,Retail,Mass Customer,N,No,17.0,Raquela-Yuille,48
379,380,F,66,1956-05-15,Structural Engineer,Property,Mass Customer,N,No,17.0,Teriann-Birdsey,66
381,382,M,68,1985-08-14,Research Nurse,Health,Mass Customer,N,Yes,7.0,Issiah-Fardell,37
384,385,M,69,1966-12-07,Project Manager,Health,High Net Worth,N,No,9.0,Kendall-Humes,56
385,386,F,63,1990-10-27,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5.0,Ethelyn-Pincott,32
386,387,M,34,1977-02-19,Administrative Officer,Financial Services,Mass Customer,N,No,22.0,Spike-Thieme,45
388,389,F,97,1975-04-27,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17.0,Dorene-Scrivner,47
389,390,M,83,1997-11-25,Programmer Analyst II,Health,Affluent Customer,N,No,3.0,Royall-Slimings,25
391,392,M,38,1978-06-14,Safety Technician I,Property,Mass Customer,N,No,13.0,Brandyn-Morrid,44
392,393,M,35,1955-02-08,Associate Professor,Manufacturing,Mass Customer,N,Yes,9.0,Cesaro-Isbell,67
393,394,F,70,1977-06-06,Legal Assistant,Health,High Net Worth,N,Yes,16.0,Roanne-Cowthard,45
394,395,M,28,1976-11-27,Data Coordiator,Retail,High Net Worth,N,Yes,9.0,Penn-Burkinshaw,46
395,396,F,98,1967-01-25,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16.0,Peria-Iscowitz,55
396,397,F,86,1981-09-02,Paralegal,Financial Services,Affluent Customer,N,Yes,5.0,Nerissa-Foote,41
398,399,M,26,1976-07-18,Engineer III,Manufacturing,Affluent Customer,N,Yes,16.0,Nickie-Neissen,46
399,400,F,86,1962-05-19,Financial Analyst,Financial Services,Mass Customer,N,No,5.0,Sibeal-Fellow,60
400,401,F,56,1986-12-11,Assistant Professor,Retail,Mass Customer,N,No,15.0,Halette-Helling,36
401,402,M,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,No,22.0,Berne-Donegan,45
403,404,M,92,1995-12-17,Geologist I,Financial Services,Affluent Customer,N,Yes,4.0,Sinclair-Sustins,27
405,406,F,58,1987-06-16,Financial Analyst,Financial Services,High Net Worth,N,No,12.0,Rhona-Spilsburie,35
407,408,M,79,1991-08-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,11.0,Kurtis-Baistow,31
408,409,F,84,1978-01-23,Executive Secretary,Health,Mass Customer,N,Yes,13.0,Tatiania-O'Kane,44
410,411,F,84,1977-03-31,Director of Sales,Financial Services,High Net Worth,N,No,12.0,Cathyleen-Bern,45
413,414,M,12,1976-07-16,Social Worker,Health,High Net Worth,N,No,10.0,Thorin-Grimoldby,46
414,415,F,20,1955-05-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,18.0,Conchita-Jeans,67
416,417,F,37,1971-02-17,Biostatistician IV,Argiculture,Mass Customer,N,No,15.0,Fernandina-Brambley,51
418,419,F,34,1981-01-26,VP Marketing,Manufacturing,Affluent Customer,N,No,17.0,Chrissie-Bernardini,41
419,420,M,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,Clem-Leek,64
420,421,F,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0,Tish-Netti,23
423,424,M,77,1978-01-25,Research Nurse,Health,High Net Worth,N,No,9.0,Dennie-Eunson,44
424,425,F,60,1953-11-19,Sales Representative,Retail,Mass Customer,N,Yes,20.0,Michaeline-Bordman,69
425,426,F,10,1972-06-02,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,8.0,Emlyn-Anstice,50
426,427,M,77,1996-12-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2.0,Giusto-Torbett,26
427,428,F,0,1977-05-03,Structural Engineer,Health,High Net Worth,N,Yes,14.0,Freida-Everil,45
428,429,F,7,1978-07-30,Community Outreach Specialist,IT,High Net Worth,N,Yes,21.0,Berny-Bold,44
429,430,F,46,1973-04-26,Paralegal,Financial Services,High Net Worth,N,Yes,11.0,Janice-Himsworth,49
430,431,M,8,1956-03-26,Research Nurse,Health,Affluent Customer,N,Yes,18.0,Gale-Done,66
431,432,M,83,1990-02-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,Amby-Pentin,32
432,433,M,94,1964-03-12,Statistician II,Property,Affluent Customer,N,No,15.0,Reinhard-Jubert,58
434,435,M,5,1999-12-23,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1.0,Jerome-Muggeridge,23
435,436,M,75,1957-12-24,Internal Auditor,IT,Mass Customer,N,No,18.0,Erwin-Pendre,65
436,437,M,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17.0,Sayres-Duthie,46
437,438,M,25,1989-08-17,Internal Auditor,Property,High Net Worth,N,Yes,13.0,Ebenezer-Bottelstone,33
439,440,F,46,1977-12-16,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10.0,Sheena-O'Duggan,45
440,441,F,74,1974-03-08,Analyst Programmer,IT,Mass Customer,N,No,11.0,Felicle-Beneze,48
443,444,F,32,1967-02-24,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8.0,Britteny-Falconer-Taylor,55
444,445,M,91,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5.0,Timothy-Wenham,38
445,446,F,73,1978-07-02,Tax Accountant,IT,Affluent Customer,N,Yes,4.0,Marilee-Oosthout de Vree,44
446,447,F,98,2001-11-06,Help Desk Technician,Argiculture,Mass Customer,N,Yes,1.0,Brittany-Peasey,21
447,448,F,34,1995-04-26,Software Engineer III,IT,High Net Worth,N,No,3.0,Robin-Crack,27
448,449,F,74,1974-09-24,VP Product Management,Manufacturing,High Net Worth,N,Yes,6.0,Shana-Fortesquieu,48
449,450,F,5,1975-04-02,Structural Analysis Engineer,Entertainment,Mass Customer,N,Yes,18.0,Myrlene-Rothwell,47
451,452,F,22,1959-08-11,Account Coordinator,Property,Mass Customer,N,Yes,5.0,Natalee-Bamford,63
454,455,M,97,1991-11-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5.0,Mile-Dionisii,31
455,456,M,47,1975-11-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17.0,Randolph-Redihalgh,47
456,457,F,70,1980-12-14,Recruiting Manager,Financial Services,High Net Worth,N,Yes,17.0,Querida-Danilchev,42
457,458,M,57,1969-04-21,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18.0,Osborn-Pentony,53
458,459,F,88,1986-08-04,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13.0,Bel-Cheeke,36
459,460,F,0,1986-01-23,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,16.0,Illa-nan,36
460,461,F,19,1979-10-09,Social Worker,Health,Mass Customer,N,Yes,14.0,Jsandye-Melendez,43
462,463,F,9,1962-03-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20.0,Allis-Blanche,60
464,465,F,54,1976-03-27,Developer III,Financial Services,Affluent Customer,N,Yes,14.0,Alina-Wilsey,46
466,467,M,51,1954-01-02,Human Resources Assistant I,Property,Affluent Customer,N,No,15.0,Welbie-Rockliffe,68
467,468,F,11,1974-01-19,Software Test Engineer I,Property,High Net Worth,N,Yes,8.0,Valeria-Ladyman,48
468,469,M,91,1996-05-03,Actuary,Financial Services,High Net Worth,N,Yes,3.0,Levi-Cartmell,26
469,470,M,22,2001-12-19,Internal Auditor,Retail,Mass Customer,N,No,1.0,Darbee-Klimowicz,21
470,471,F,82,1956-01-01,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14.0,Libby-Wardesworth,66
471,472,F,38,1990-11-16,Internal Auditor,Financial Services,Mass Customer,N,Yes,8.0,Kippy-Jessel,32
472,473,M,2,1977-03-13,Junior Executive,Health,Mass Customer,N,Yes,20.0,Benji-O'Shirine,45
473,474,F,86,1983-01-15,Geologist IV,Entertainment,Affluent Customer,N,No,18.0,Consolata-Clacson,39
474,475,M,0,1996-11-14,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,1.0,Vernor-nan,26
476,477,F,32,1960-11-26,Media Manager II,Financial Services,High Net Worth,N,Yes,13.0,Cheri-Hazeman,62
480,481,F,68,1990-04-12,Programmer IV,Argiculture,Mass Customer,N,No,8.0,Marcella-Manzell,32
482,483,M,35,1973-05-02,Sales Representative,Retail,Affluent Customer,N,No,9.0,Bertrand-Penkethman,49
483,484,M,64,1974-04-24,Programmer IV,Manufacturing,Mass Customer,N,No,22.0,Mason-Kohrsen,48
484,485,F,23,1974-11-08,Statistician III,Manufacturing,High Net Worth,N,No,20.0,Ulrika-Steagall,48
485,486,F,0,1955-12-30,Technical Writer,Manufacturing,Affluent Customer,N,Yes,15.0,Prudi-Edon,67
486,487,F,70,1979-09-19,Food Chemist,Health,Mass Customer,N,No,10.0,Elayne-Braiden,43
487,488,F,24,1980-07-11,Help Desk Operator,Property,Mass Customer,N,Yes,10.0,Domini-Ghelerdini,42
488,489,F,18,1971-05-31,Senior Editor,Retail,Mass Customer,N,Yes,4.0,Tresa-Reeks,51
489,490,F,44,1992-06-15,Environmental Tech,Argiculture,Mass Customer,N,No,6.0,Lida-Boynton,30
490,491,M,45,1976-02-20,Speech Pathologist,Property,Affluent Customer,N,Yes,19.0,Andrea-Funcheon,46
491,492,M,54,1976-04-28,Environmental Tech,Financial Services,Mass Customer,N,No,21.0,Pail-Ashplant,46
492,493,F,83,1960-09-13,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,Tommie-Banbridge,62
493,494,M,33,1975-06-02,Design Engineer,Manufacturing,Mass Customer,N,No,9.0,Gaby-nan,47
494,495,M,91,1959-02-21,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,Lucius-Prescott,63
495,496,F,25,1976-01-28,Engineer II,Financial Services,Affluent Customer,N,Yes,11.0,Korry-Cosgrove,46
497,498,F,58,1978-04-30,VP Sales,Manufacturing,High Net Worth,N,Yes,10.0,Emmalee-Sketcher,44
498,499,M,39,1961-03-15,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19.0,Dalli-Baggally,61
499,500,M,19,1992-04-11,Recruiting Manager,Retail,Affluent Customer,N,Yes,10.0,Lazar-Crathern,30
501,502,F,39,1970-12-24,Teacher,Manufacturing,Mass Customer,N,No,18.0,Rica-Raveau,52
502,503,M,87,1989-07-19,Dental Hygienist,Health,Affluent Customer,N,Yes,10.0,Burr-Gerb,33
503,504,M,93,1995-04-25,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7.0,Vinny-Hegley,27
505,506,F,43,1985-02-14,Health Coach II,Retail,Mass Customer,N,No,21.0,Brett-Scrancher,37
507,508,F,94,1971-01-18,Project Manager,Property,Mass Customer,N,Yes,11.0,Abagail-Tordiffe,51
508,509,M,64,1979-08-06,Developer II,Financial Services,Affluent Customer,N,Yes,21.0,Tobe-Vamplew,43
510,511,F,92,1982-12-02,Dental Hygienist,Health,High Net Worth,N,No,10.0,Theo-Tolmie,40
511,512,M,76,1955-04-15,VP Accounting,Financial Services,Mass Customer,N,No,6.0,Sigfried-Semken,67
513,514,M,9,1996-06-20,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0,Trent-nan,26
514,515,F,55,1989-09-04,Help Desk Operator,IT,High Net Worth,N,No,8.0,Winna-Verny,33
515,516,M,23,1958-01-07,Environmental Tech,Financial Services,Mass Customer,N,No,20.0,Craggy-Loadsman,64
516,517,F,73,1985-08-20,Chief Design Engineer,Property,Mass Customer,N,Yes,3.0,Iona-Fidgeon,37
517,518,M,60,1991-04-28,Database Administrator IV,Retail,Mass Customer,N,Yes,10.0,Bernhard-Senett,31
519,520,F,66,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0,Jazmin-Neumann,58
520,521,F,29,1978-12-19,Help Desk Operator,Health,High Net Worth,N,No,16.0,Peri-Hovie,44
522,523,F,44,1974-11-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16.0,Elberta-Tixall,48
523,524,F,16,1962-09-09,Nurse,Retail,Mass Customer,N,No,11.0,Florence-Held,60
524,525,M,64,1980-02-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,Lennard-Donizeau,42
526,527,F,81,1990-10-19,VP Quality Control,Financial Services,Mass Customer,N,Yes,9.0,Lorilyn-Topaz,32
527,528,F,10,1979-06-06,Registered Nurse,Health,Mass Customer,N,No,4.0,Gayel-Downs,43
528,529,M,18,1989-07-21,Operator,Retail,Affluent Customer,N,Yes,10.0,Sandor-Tumber,33
529,530,M,2,1974-09-24,Recruiter,Manufacturing,Mass Customer,N,No,15.0,Townie-Perez,48
530,531,F,94,1993-08-26,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1.0,Modesty-Fletcher,29
531,532,F,25,1961-01-14,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,19.0,Row-Mawditt,61
532,533,M,40,1981-12-14,Database Administrator III,Retail,Mass Customer,N,No,11.0,Conny-Shearmer,41
535,536,F,64,1959-04-07,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16.0,Jannelle-Leist,63
536,537,F,16,1989-03-26,Structural Engineer,Entertainment,High Net Worth,N,No,7.0,Raine-Sneezum,33
537,538,F,33,1956-10-21,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,Millicent-Wiffler,66
539,540,F,80,2001-04-28,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0,Tresa-Dy,21
541,542,F,78,1967-01-14,Accountant III,Manufacturing,Mass Customer,N,No,18.0,Berri-McManamen,55
542,543,M,9,1973-08-03,Account Coordinator,Retail,Affluent Customer,N,Yes,17.0,Mikey-Rizzetti,49
543,544,M,51,1990-10-12,Structural Engineer,Manufacturing,High Net Worth,N,Yes,5.0,Giacomo-Johanning,32
544,545,F,43,1978-06-04,Project Manager,Health,Mass Customer,N,Yes,18.0,Alecia-Crosse,44
545,546,F,80,1981-02-24,Information Systems Manager,Health,Mass Customer,N,Yes,12.0,Jorie-Pigott,41
546,547,F,22,1996-05-14,Sales Associate,Health,Mass Customer,N,No,5.0,Andee-Robjant,26
548,549,M,84,1985-06-15,Human Resources Manager,Retail,Mass Customer,N,Yes,2.0,Abrahan-Luckman,37
550,551,F,8,1987-08-10,Structural Engineer,Financial Services,High Net Worth,N,No,9.0,Florence-Muldoon,35
551,552,M,66,1978-09-09,Geological Engineer,Manufacturing,High Net Worth,N,Yes,20.0,Hilly-Kleinmann,44
552,553,F,62,1979-05-12,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,7.0,Charlean-Fantone,43
553,554,F,33,1955-05-06,Graphic Designer,Health,Mass Customer,N,Yes,7.0,Esmaria-Dobbison,67
554,555,M,99,1970-11-08,Junior Executive,Property,Mass Customer,N,No,4.0,Jarib-Senior,52
558,559,F,39,1988-03-05,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,16.0,Erma-Vyel,34
559,560,F,1,1953-10-11,Social Worker,Health,Affluent Customer,N,No,8.0,Dorree-Sanja,69
562,563,M,25,1974-09-20,Accounting Assistant II,IT,Mass Customer,N,Yes,19.0,Rube-Itzhayek,48
563,564,F,7,1983-11-07,Operator,Retail,High Net Worth,N,No,7.0,Nettie-Iddy,39
564,565,M,30,1959-10-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16.0,Saleem-Meller,63
565,566,F,66,1978-12-09,Systems Administrator I,Financial Services,High Net Worth,N,Yes,9.0,Datha-McPheat,44
567,568,M,32,1957-12-15,VP Sales,Manufacturing,Mass Customer,N,No,13.0,Quinn-Fulks,65
568,569,M,30,1976-01-31,Analog Circuit Design manager,IT,Mass Customer,N,No,10.0,Jaime-Warkup,46
569,570,M,14,1978-06-24,VP Product Management,Financial Services,Mass Customer,N,Yes,15.0,Xever-Baldetti,44
570,571,F,30,1958-02-15,Assistant Media Planner,Entertainment,Mass Customer,N,No,6.0,Ramonda-McKellar,64
571,572,M,0,1967-05-01,Clinical Specialist,Health,High Net Worth,N,Yes,5.0,Clementius-Everington,55
573,574,M,95,1990-04-09,Senior Cost Accountant,Financial Services,Mass Customer,N,No,20.0,Gerard-Steketee,32
574,575,M,64,1956-06-10,VP Accounting,Financial Services,High Net Worth,N,Yes,11.0,Etan-Poyle,66
575,576,M,98,1977-05-19,Recruiter,Retail,Mass Customer,N,Yes,7.0,Bart-Eakle,45
578,579,F,89,1974-06-11,Software Engineer II,Health,Mass Customer,N,No,12.0,Cathlene-Bellas,48
579,580,M,83,1975-12-03,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14.0,Johnathan-Audiss,47
580,581,F,32,1969-05-22,Computer Systems Analyst IV,Financial Services,Mass Customer,N,Yes,16.0,Brenna-Dacks,53
582,583,M,97,1986-04-14,Registered Nurse,Health,Mass Customer,N,No,4.0,Tirrell-Haysham,36
583,584,F,10,1995-09-15,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,19.0,Fiona-Clines,27
584,585,F,66,1978-04-20,Pharmacist,Health,Mass Customer,N,Yes,10.0,Tiphany-Bonnier,44
585,586,F,63,1999-03-15,Chief Design Engineer,Manufacturing,Mass Customer,N,No,4.0,Jayme-Baunton,23
586,587,M,43,1966-05-27,Registered Nurse,Health,Mass Customer,N,Yes,19.0,Adolphus-Seers,56
587,588,M,15,1963-10-05,Assistant Media Planner,Entertainment,Mass Customer,N,No,11.0,Gunther-Jackman,59
588,589,M,76,1995-12-07,Compensation Analyst,Financial Services,Mass Customer,N,Yes,1.0,Duff-Anan,27
589,590,F,85,1988-09-09,Assistant Professor,Health,Mass Customer,N,Yes,11.0,Ddene-Burleton,34
590,591,M,16,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16.0,Sydney-Endacott,48
591,592,M,73,1992-09-24,VP Sales,Manufacturing,Mass Customer,N,No,2.0,Edik-Connichie,30
594,595,M,72,1973-05-12,VP Marketing,Financial Services,Mass Customer,N,No,22.0,Nikola-Jeanon,49
595,596,F,9,1968-10-20,Recruiter,Property,Affluent Customer,N,No,13.0,Sue-Chapelhow,54
596,597,F,6,1954-12-10,Recruiter,Manufacturing,Mass Customer,N,No,6.0,Cassandra-Aucoate,68
597,598,M,25,1967-06-27,Financial Advisor,Financial Services,High Net Worth,N,No,12.0,Zebulen-Swadon,55
599,600,M,65,1974-05-10,Nurse,Argiculture,Mass Customer,N,Yes,8.0,Duke-Allnatt,48
600,601,M,56,1992-12-04,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4.0,Ken-Renfree,30
602,603,F,28,1987-04-18,Marketing Assistant,Financial Services,Affluent Customer,N,No,11.0,Alidia-Durrett,35
603,604,F,72,1998-02-10,Help Desk Operator,IT,Affluent Customer,N,No,3.0,Mella-Petrovsky,24
604,605,M,13,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,Bart-Creenan,50
605,606,F,62,1989-07-16,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0,Filia-Rosson,33
